taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Betapapillomavirus 2	0	0	0	7.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47E-06	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	0	1.27E-06	0	0	2.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89E-07	0	2.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-06	0	0	0	0	0	1.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83E-06	0	0	1.92E-06	0	0	0	0	0	0	0	0	0	2.43E-06	0	0	0	0	0	0	0	0	1.12E-06	0	0	0	3.41E-06	0	0	0	0	0	0	0	0	0	4.62E-07	0	6.86E-08	0	0	0	0	0	0	1.59E-06	0	0	0	0	0	0	0	4.76E-07	0	0	0	0	3.26E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74E-07	0	0	0	0	0
Variola virus	0	0	0	0	8.10E-07	0	0	0	0	2.03E-06	0	0	0	0	0	8.54E-08	0	5.78E-08	0	0	0	7.10E-07	3.05E-07	0	0	0	0	0	9.20E-07	0	0	9.34E-07	0	0	4.98E-07	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	1.04E-07	7.27E-07	0	0	0	0	1.96E-07	1.38E-06	0	1.07E-06	0	3.94E-07	0	0	0	0	0	0	0	7.98E-07	3.13E-08	1.40E-06	0	0	0	0	0	0	1.50E-06	0	0	0	0	0	0	0	0	0	0	6.23E-08	8.76E-07	0	2.17E-07	0	0	0	0	0	0	0	0	0	0	0	1.06E-06	0	0	0	5.85E-07	4.93E-08	0	0	0	0	9.61E-07	0	0	0	4.51E-07	0	0	0	1.17E-06	0	1.22E-06	0	7.61E-07	0	1.89E-07	1.28E-06	0	0	0	0	0	0	0	1.70E-06	0	0	0	0	0	0	0	6.28E-07	0	0	2.06E-08	0	9.10E-07	0	2.09E-06	0	0	0	0	0	0	0	0	4.26E-07	0	0	0	1.71E-06	0	0	0	3.26E-08	1.05E-06	0	0	0	0	0	2.74E-07	0	0	0	1.31E-06	0	1.95E-06	0	0	0	0	1.28E-06	0	0	0	5.91E-07
Taterapox virus	0	0	0	0	8.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19E-07	0	0	7.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04E-06	0	0	0	0	2.58E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-07	0	7.98E-07	3.13E-08	0	0	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11E-08	0	0	0	0	0	0	0	0	0	0	1.62E-06	0	0	0	0	0	0	0	0	4.93E-08	0	0	0	0	9.61E-07	0	0	0	4.51E-07	0	3.82E-08	0	0	0	1.22E-06	1.36E-07	0	0	0	0	5.82E-07	0	0	0	0	0	1.11E-07	1.70E-06	5.62E-07	8.14E-08	0	0	1.47E-06	0	0	0	6.88E-07	0	0	0	0	0	0	0	2.12E-07	0	0	0	9.61E-07	6.42E-08	1.53E-06	0	0	0	2.38E-07	0	0	0	0	0	0	0	0	0	0	7.36E-08	0	6.40E-07	0	0	0	0	0	0	0	2.84E-08	0	0	0	0	0	0
Torque teno virus 28	0	0	0	0	4.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001992661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 22	0	0	0	0	1.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-05	4.07E-07	0.000168905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 12	0	0	0	0	8.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87E-06	1.36E-07	2.28E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 1	0	0	0	0	8.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-06	0	5.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human mastadenovirus A	0	0	0	0	1.62E-06	0	1.25E-06	0	0	4.77E-07	0	0	1.49E-06	0	0	0	1.87E-06	0	0	1.52E-08	0	0	3.05E-07	0	0	2.78E-06	0	2.03E-06	0	0	0	0	1.14E-06	6.92E-07	2.93E-08	0	6.37E-07	2.45E-07	3.03E-06	0	0	0	0	7.80E-07	2.08E-06	1.29E-06	5.10E-07	0	0	2.58E-08	0	0	0	0	1.38E-06	0	2.15E-06	0	7.89E-07	0	2.35E-06	6.50E-07	0	0	0	0	0	0	2.80E-06	0	0	0	0	0	0	2.99E-06	0	0	4.91E-06	0	0	0	0	0	0	0	0	0	0	0	3.32E-06	0	3.25E-06	0	0	0	0	0	0	4.57E-06	0	0	0	0	0	1.17E-06	0	0	0	0	3.26E-06	3.84E-06	0	5.96E-07	0	0	0	0	9.46E-07	0	0	0	1.36E-07	0	0	0	0	0	2.97E-06	0	5.62E-07	0	0	0	0	5.62E-07	0	0	0	0	1.50E-06	1.59E-06	0	6.88E-07	0	0	0	0	2.69E-06	4.18E-06	0	4.24E-07	2.21E-06	0	4.13E-08	1.92E-06	0	3.06E-06	3.41E-06	1.14E-07	0	0	0	0	0	0	1.63E-08	0	0	1.07E-07	0	0	0	0	0	2.82E-07	0	0	0	0	0	0	2.84E-08	1.55E-06	2.55E-06	4.21E-07	0	0	1.18E-06
Human mastadenovirus D	0	0	0	0	8.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93E-08	0	0	0	0	0	1.41E-07	2.51E-06	0	0	0	0	0	0	0	2.58E-08	0	0	1.22E-06	0	0	0	0	0	0	1.49E-07	0	0	0	0	0	0	0	0	0	0	0	0	2.44E-08	0	0	0	5.34E-08	2.43E-06	0	0	1.23E-06	0	0	0	4.36E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16E-07	1.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-06	0	0	6.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63E-08	0	0	0	0	0	2.94E-07	6.17E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human mastadenovirus B	0	0	0	0	0	3.36E-07	6.24E-07	0	0	0	0	9.52E-08	0	0	9.98E-07	0	0	0	0	1.52E-08	0	0	0	0	0	0	0	0	0	0	2.56E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44E-07	0	0	0	2.58E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-08	3.50E-07	1.78E-06	0	0	0	0	0	0	0	0	2.86E-07	0	0	0	0	0	1.23E-06	0	0	0	0	0	3.11E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17E-08	0	0	0	0	3.82E-08	0	0	0	0	0	7.61E-07	0	0	0	0	0	0	0	0	0	0	0	2.81E-07	0	4.17E-07	0	0	0	0	0	0	0	2.06E-08	0	0	0	0	0	0	0	0	0	0	0	1.53E-06	0	0	0	2.38E-07	0	0	0	0	4.89E-08	0	0	0	0	0	0	0	0	0	0	0	1.33E-08	0	0	0	0	0	0	0	0	0	0
Betapapillomavirus 3	0	0	0	0	0	6.72E-07	0	0	0	0	0	0	0	0	0	0	1.87E-06	5.78E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80E-07	2.08E-06	0	0	0	0	0	0	0	0	0	2.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.13E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63E-06	0	4.20E-06	0	0	0	0	3.46E-06	0	0	0	0	0	4.51E-07	0	0	9.46E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69E-06	0	0	0	0	3.17E-06	0	0	0	0	0	2.22E-06	0	0	0	0	0	0	0	0	0	1.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betapapillomavirus 6	0	0	0	0	0	3.36E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.10E-07	0	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 10	0	0	0	0	0	3.36E-07	0	0	9.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.20E-07	5.58E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-06	0	1.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.10E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betapapillomavirus 5	0	0	0	0	0	0	1.87E-06	0	0	0	0	0	0	0	0	8.54E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus 5	0	0	0	0	0	0	6.24E-07	0	0	0	0	0	7.44E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhopapillomavirus 2	0	0	0	0	0	0	6.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-08	0	0	0	0	0	0	0	0	0	0	0	0	5.68E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61E-07	0	0	0	0	0	0	0	0	0	0	1.70E-06	0	0	8.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E-08	0	0	0	0	0	0	0	0	0	2.84E-08	0	0	0	0	0	0
Gammapapillomavirus 14	0	0	0	0	0	0	0	1.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-07	0	0	0	0	0	0	0	0	0	2.06E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus 14	0	0	0	0	0	0	0	1.04E-07	0	0	0	0	0	0	0	0	0	0	0	1.52E-08	0	0	0	8.99E-07	0	1.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44E-07	0	0	0	5.17E-08	0	0	0	0	0	0	1.07E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49E-07	0	0	0	1.15E-07	0	0	9.10E-07	0	0	0	0	0	0	4.13E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E-08	0	0	0	0	0	0	0	0	0	2.84E-08	0	1.28E-06	0	0	0	0
Mupapillomavirus 1	0	0	0	0	0	0	0	1.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human polyomavirus 12	0	0	0	0	0	0	0	1.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human polyomavirus 4	0	0	0	0	0	0	0	1.04E-07	0	0	0	0	0	0	0	0	0	0	0	1.52E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 17	0	0	0	0	0	0	0	1.04E-07	0	0	0	0	0	0	0	0	0	0	0	3.03E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-08	0	0	0	0	0	3.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gammapapillomavirus sp.	0	0	0	0	0	0	0	0	1.84E-06	2.39E-07	0	0	0	0	0	0	0	0	1.24E-06	0	9.65E-07	0	0	0	0	0	0	5.08E-07	0	1.68E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17E-08	0	0	0	0	0	0	0	0	3.94E-07	0	0	0	0	0	0	8.92E-07	0	0	0	0	0	1.76E-07	2.44E-08	9.84E-07	0	2.99E-06	0	0	0	0	0	0	0	0	2.18E-08	0	3.11E-08	0	0	0	0	0	0	0	0	7.30E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21E-07	0	0	0	0	0	0	0	0	0	0	2.81E-07	0	0	0	1.47E-06	0	0	6.28E-07	0	0	2.06E-08	3.43E-08	0	0	0	0	0	0	0	0	3.84E-06	2.44E-06	3.06E-06	0	0	1.94E-06	0	0	0	0	0	3.26E-08	0	0	0	0	0	1.47E-07	6.85E-08	0	0	4.21E-07	0	0	0	0	0	0	0	0	0	0	0	0
Gammapapillomavirus 11	0	0	0	0	0	0	0	0	9.21E-07	1.19E-07	0	0	0	0	0	0	0	2.89E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67E-07	0	0	0	0	0	0	0	0	0	2.51E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94E-07	0	0	0	0	0	0	0	0	0	0	1.01E-06	0	0	0	9.84E-07	0	0	1.07E-07	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	1.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-07	0	0	4.29E-07	0	0	0	0	0	0	0	0	1.33E-08	0	0	0	0	0	0	8.42E-07	0	0	0
Alphapapillomavirus 3	0	0	0	0	0	0	0	0	9.21E-07	0	0	0	0	0	0	0	0	0	0	1.52E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28E-06	0	0	8.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno midi virus 12	0	0	0	0	0	0	0	0	9.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93E-08	0	0	0	0	0	0	0	0	0	0	6.44E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30E-07	0	0	0	2.28E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.94E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-06	0	0	0	0	7.94E-07	0	0	0	0	0	0	0	0	0	1.23E-06	0	0	0	0	0	0	0	0
